model,reference,code,name,address,datatype,scale,default,min,max,unit,access,monitor,write_protect,scope,group,subcategory,functional_area,safety_class,write_policy,display_order,logic_address_hex,canopen_index,cip_path,link,source_category,display,menu,notes
XD4000,ALL,NCV,Drive nominal rating,3011,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Drive Identification,Drive Identification,Drive Identification,Read Only,Read only,1011,16#0BC3,16#2000/C,16#70/01/0C = 112/01/12,NCV,Identification parameters,,,Factory: [Unknown rating] NO; Range: ; Source access: R; Source type: WORD (Enumeration)
XD4000,ALL,IFMC,Monitoring circuit C error monitoring type,16722,uint16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Faults and Diagnostics,Faults and Diagnostics,Faults and Diagnostics,Controlled Write,Write protected by default,5722,16#4152,16#2089/17,16#B4/01/7B = 180/01/123,IFM,Configuration and settings,[MonitorCircuit C Monitor] (IFMC),[Monitoring circuit C] (CMCC) [Monitoring circuit C] (CMCC),Factory: [Always active] ALL; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,HSD,Device state,7723,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5723,16#1E2B,16#202F/18,16#87/01/7C = 135/01/124,HMIS,History parameters,[Device state] (HSD),[None] (DPD),Factory: ; Range: ; Source access: R; Source type: WORD (Enumeration)
XD4000,ALL,IFMD,Monitoring circuit D error monitoring type,16723,uint16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Faults and Diagnostics,Faults and Diagnostics,Faults and Diagnostics,Controlled Write,Write protected by default,5723,16#4153,16#2089/18,16#B4/01/7C = 180/01/124,IFM,Configuration and settings,[MonitorCircuit D Monitor] (IFMD),[Monitoring circuit D] (CMCD) [Monitoring circuit D] (CMCD),Factory: [Always active] ALL; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,HSE,Device state,7724,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5724,16#1E2C,16#202F/19,16#87/01/7D = 135/01/125,HMIS,History parameters,[Device state] (HSE),[None] (DPE),Factory: ; Range: ; Source access: R; Source type: WORD (Enumeration)
XD4000,ALL,HSF,Device state,7725,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5725,16#1E2D,16#202F/1A,16#87/01/7E = 135/01/126,HMIS,History parameters,[Device state] (HSF),[None] (DPF),Factory: ; Range: ; Source access: R; Source type: WORD (Enumeration)
XD4000,ALL,OTPA,Motor torque,7730,int16,0.1,0,-3276.7,3276.7,%,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5730,16#1E32,16#202F/1F,16#87/01/83 = 135/01/131,,History parameters,[Motor Torque] (OTPA),[None] (DPA),Factory: ; Range: -3276.7 % ... 3276.7 %; Source access: R; Source type: INT (Signed16)
XD4000,ALL,OTPB,Motor torque,7731,int16,0.1,0,-3276.7,3276.7,%,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5731,16#1E33,16#202F/20,16#87/01/84 = 135/01/132,,History parameters,[Motor Torque] (OTPB),[None] (DPB),Factory: ; Range: -3276.7 % ... 3276.7 %; Source access: R; Source type: INT (Signed16)
XD4000,ALL,OTPC,Motor torque,7732,int16,0.1,0,-3276.7,3276.7,%,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5732,16#1E34,16#202F/21,16#87/01/85 = 135/01/133,,History parameters,[Motor Torque] (OTPC),[None] (DPC),Factory: ; Range: -3276.7 % ... 3276.7 %; Source access: R; Source type: INT (Signed16)
XD4000,ALL,OTPD,Motor torque,7733,int16,0.1,0,-3276.7,3276.7,%,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5733,16#1E35,16#202F/22,16#87/01/86 = 135/01/134,,History parameters,[Motor Torque] (OTPD),[None] (DPD),Factory: ; Range: -3276.7 % ... 3276.7 %; Source access: R; Source type: INT (Signed16)
XD4000,ALL,OTPE,Motor torque,7734,int16,0.1,0,-3276.7,3276.7,%,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5734,16#1E36,16#202F/23,16#87/01/87 = 135/01/135,,History parameters,[Motor Torque] (OTPE),[None] (DPE),Factory: ; Range: -3276.7 % ... 3276.7 %; Source access: R; Source type: INT (Signed16)
XD4000,ALL,OTPF,Motor torque,7735,int16,0.1,0,-3276.7,3276.7,%,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5735,16#1E37,16#202F/24,16#87/01/88 = 135/01/136,,History parameters,[Motor Torque] (OTPF),[None] (DPF),Factory: ; Range: -3276.7 % ... 3276.7 %; Source access: R; Source type: INT (Signed16)
XD4000,ALL,TDPA,Drive thermal state,7740,int16,1.0,0,0.0,255.0,%,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5740,16#1E3C,16#202F/29,16#87/01/8D = 135/01/141,,History parameters,[Drive Thermal State] (TDPA),[None] (DPA),Factory: ; Range: 0 % ... 255 %; Source access: R; Source type: UINT (Unsigned16)
XD4000,ALL,TDPB,Drive thermal state,7741,int16,1.0,0,0.0,255.0,%,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5741,16#1E3D,16#202F/2A,16#87/01/8E = 135/01/142,,History parameters,[Drive Thermal State] (TDPB),[None] (DPB),Factory: ; Range: 0 % ... 255 %; Source access: R; Source type: UINT (Unsigned16)
XD4000,ALL,TDPC,Drive thermal state,7742,int16,1.0,0,0.0,255.0,%,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5742,16#1E3E,16#202F/2B,16#87/01/8F = 135/01/143,,History parameters,[Drive Thermal State] (TDPC),[None] (DPC),Factory: ; Range: 0 % ... 255 %; Source access: R; Source type: UINT (Unsigned16)
XD4000,ALL,TDPD,Drive thermal state,7743,int16,1.0,0,0.0,255.0,%,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5743,16#1E3F,16#202F/2C,16#87/01/90 = 135/01/144,,History parameters,[Drive Thermal State] (TDPD),[None] (DPD),Factory: ; Range: 0 % ... 255 %; Source access: R; Source type: UINT (Unsigned16)
XD4000,ALL,TDPE,Drive thermal state,7744,int16,1.0,0,0.0,255.0,%,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5744,16#1E40,16#202F/2D,16#87/01/91 = 135/01/145,,History parameters,[Drive Thermal State] (TDPE),[None] (DPE),Factory: ; Range: 0 % ... 255 %; Source access: R; Source type: UINT (Unsigned16)
XD4000,ALL,TDPF,Drive thermal state,7745,int16,1.0,0,0.0,255.0,%,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5745,16#1E41,16#202F/2E,16#87/01/92 = 135/01/146,,History parameters,[Drive Thermal State] (TDPF),[None] (DPF),Factory: ; Range: 0 % ... 255 %; Source access: R; Source type: UINT (Unsigned16)
XD4000,ALL,TJPA,IGBT junction temp,7750,int16,1.0,0,0.0,255.0,°C,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5750,16#1E46,16#202F/33,16#87/01/97 = 135/01/151,,History parameters,[IGBT Junction Temp] (TJPA),[None] (DPA),Factory: ; Range: 0 °C ... 255 °C; Source access: R; Source type: UINT (Unsigned16)
XD4000,ALL,TJPB,IGBT junction temp,7751,int16,1.0,0,0.0,255.0,°C,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5751,16#1E47,16#202F/34,16#87/01/98 = 135/01/152,,History parameters,[IGBT Junction Temp] (TJPB),[None] (DPB),Factory: ; Range: 0 °C ... 255 °C; Source access: R; Source type: UINT (Unsigned16)
XD4000,ALL,TJPC,IGBT junction temp,7752,int16,1.0,0,0.0,255.0,°C,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5752,16#1E48,16#202F/35,16#87/01/99 = 135/01/153,,History parameters,[IGBT Junction Temp] (TJPC),[None] (DPC),Factory: ; Range: 0 °C ... 255 °C; Source access: R; Source type: UINT (Unsigned16)
XD4000,ALL,TJPD,IGBT junction temp,7753,int16,1.0,0,0.0,255.0,°C,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5753,16#1E49,16#202F/36,16#87/01/9A = 135/01/154,,History parameters,[IGBT Junction Temp] (TJPD),[None] (DPD),Factory: ; Range: 0 °C ... 255 °C; Source access: R; Source type: UINT (Unsigned16)
XD4000,ALL,TJPE,IGBT junction temp,7754,int16,1.0,0,0.0,255.0,°C,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5754,16#1E4A,16#202F/37,16#87/01/9B = 135/01/155,,History parameters,[IGBT Junction Temp] (TJPE),[None] (DPE),Factory: ; Range: 0 °C ... 255 °C; Source access: R; Source type: UINT (Unsigned16)
XD4000,ALL,TJPF,IGBT junction temp,7755,int16,1.0,0,0.0,255.0,°C,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5755,16#1E4B,16#202F/38,16#87/01/9C = 135/01/156,,History parameters,[IGBT Junction Temp] (TJPF),[None] (DPF),Factory: ; Range: 0 °C ... 255 °C; Source access: R; Source type: UINT (Unsigned16)
XD4000,ALL,IFRA,Response to monitoring circuit A error,16760,uint16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Faults and Diagnostics,Faults and Diagnostics,Faults and Diagnostics,Controlled Write,Write protected by default,5760,16#4178,16#2089/3D,16#B4/01/A1 = 180/01/161,ECFG,Configuration and settings,[MonitorCircuit A ErrorResp] (IFRA),[Monitoring circuit A] (CMCA) [Monitoring circuit A] (CMCA),Factory: [Freewheel stop] YES; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,SFPA,Switching frequency,7760,int16,1.0,0,0.0,65535.0,Hz,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5760,16#1E50,16#202F/3D,16#87/01/A1 = 135/01/161,,History parameters,[Switching Frequency] (SFPA),[None] (DPA),Factory: ; Range: 0 Hz ... 65535 Hz; Source access: R; Source type: UINT (Unsigned16)
XD4000,ALL,WUPE,Wake UP process error level,11760,int16,1.0,0,0.0,32767.0,,RW,TRUE,TRUE,FALSE,Faults and Diagnostics,Faults and Diagnostics,Faults and Diagnostics,Controlled Write,Write protected by default,5760,16#2DF0,16#2057/3D,16#9B/01/A1 = 155/01/161,,Configuration and settings,[Wake Up Process Error] (WUPE),[Wake up menu] (WKP) [Settings] (SET),Factory: 0; Range: 0 ... 32767; Source access: R/W; Source type: INT (Signed16)
XD4000,ALL,IFRB,Response to monitoring circuit B error,16761,uint16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Faults and Diagnostics,Faults and Diagnostics,Faults and Diagnostics,Controlled Write,Write protected by default,5761,16#4179,16#2089/3E,16#B4/01/A2 = 180/01/162,ECFG,Configuration and settings,[MonitorCircuit B ErrorResp] (IFRB),[Monitoring circuit B] (CMCB) [Monitoring circuit B] (CMCB),Factory: [Freewheel stop] YES; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,SFPB,Switching frequency,7761,int16,1.0,0,0.0,65535.0,Hz,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5761,16#1E51,16#202F/3E,16#87/01/A2 = 135/01/162,,History parameters,[Switching Frequency] (SFPB),[None] (DPB),Factory: ; Range: 0 Hz ... 65535 Hz; Source access: R; Source type: UINT (Unsigned16)
XD4000,ALL,IFRC,Response to monitoring circuit C error,16762,uint16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Faults and Diagnostics,Faults and Diagnostics,Faults and Diagnostics,Controlled Write,Write protected by default,5762,16#417A,16#2089/3F,16#B4/01/A3 = 180/01/163,ECFG,Configuration and settings,[MonitorCircuit C ErrorResp] (IFRC),[Monitoring circuit C] (CMCC) [Monitoring circuit C] (CMCC),Factory: [Freewheel stop] YES; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,SFPC,Switching frequency,7762,int16,1.0,0,0.0,65535.0,Hz,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5762,16#1E52,16#202F/3F,16#87/01/A3 = 135/01/163,,History parameters,[Switching Frequency] (SFPC),[None] (DPC),Factory: ; Range: 0 Hz ... 65535 Hz; Source access: R; Source type: UINT (Unsigned16)
XD4000,ALL,IFRD,Response to monitoring circuit D error,16763,uint16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Faults and Diagnostics,Faults and Diagnostics,Faults and Diagnostics,Controlled Write,Write protected by default,5763,16#417B,16#2089/40,16#B4/01/A4 = 180/01/164,ECFG,Configuration and settings,[MonitorCircuit D ErrorResp] (IFRD),[Monitoring circuit D] (CMCD) [Monitoring circuit D] (CMCD),Factory: [Freewheel stop] YES; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,SFPD,Switching frequency,7763,int16,1.0,0,0.0,65535.0,Hz,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5763,16#1E53,16#202F/40,16#87/01/A4 = 135/01/164,,History parameters,[Switching Frequency] (SFPD),[None] (DPD),Factory: ; Range: 0 Hz ... 65535 Hz; Source access: R; Source type: UINT (Unsigned16)
XD4000,ALL,CFRA,Response to cabinet circuit A error,16764,uint16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Faults and Diagnostics,Faults and Diagnostics,Faults and Diagnostics,Controlled Write,Write protected by default,5764,16#417C,16#2089/41,16#B4/01/A5 = 180/01/165,ECFG,Configuration and settings,[CabinetCircuit A ErrorResp] (CFRA),[Cabinet circuit A] (CCMA),Factory: [Freewheel stop] YES; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,SFPE,Switching frequency,7764,int16,1.0,0,0.0,65535.0,Hz,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5764,16#1E54,16#202F/41,16#87/01/A5 = 135/01/165,,History parameters,[Switching Frequency] (SFPE),[None] (DPE),Factory: ; Range: 0 Hz ... 65535 Hz; Source access: R; Source type: UINT (Unsigned16)
XD4000,ALL,CFRB,Response to cabinet circuit B error,16765,uint16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Faults and Diagnostics,Faults and Diagnostics,Faults and Diagnostics,Controlled Write,Write protected by default,5765,16#417D,16#2089/42,16#B4/01/A6 = 180/01/166,ECFG,Configuration and settings,[CabinetCircuit B ErrorResp] (CFRB),[Cabinet circuit B] (CCMB),Factory: [Freewheel stop] YES; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,SFPF,Switching frequency,7765,int16,1.0,0,0.0,65535.0,Hz,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5765,16#1E55,16#202F/42,16#87/01/A6 = 135/01/166,,History parameters,[Switching Frequency] (SFPF),[None] (DPF),Factory: ; Range: 0 Hz ... 65535 Hz; Source access: R; Source type: UINT (Unsigned16)
XD4000,ALL,CFRC,Response to cabinet circuit C error,16766,uint16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Faults and Diagnostics,Faults and Diagnostics,Faults and Diagnostics,Controlled Write,Write protected by default,5766,16#417E,16#2089/43,16#B4/01/A7 = 180/01/167,ECFG,Configuration and settings,[CabinetCircuit C ErrorResp] (CFRC),[Cabinet circuit C] (CCMC),Factory: [Freewheel stop] YES; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,TFRA,Response to motor winding A error,16767,uint16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Faults and Diagnostics,Faults and Diagnostics,Faults and Diagnostics,Controlled Write,Write protected by default,5767,16#417F,16#2089/44,16#B4/01/A8 = 180/01/168,ECFG,Configuration and settings,[MotorWinding A ErrorResp] (TFRA),[Motor winding A] (CTIA),Factory: [Freewheel stop] YES; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,TFRB,Response to motor winding B error,16768,uint16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Faults and Diagnostics,Faults and Diagnostics,Faults and Diagnostics,Controlled Write,Write protected by default,5768,16#4180,16#2089/45,16#B4/01/A9 = 180/01/169,ECFG,Configuration and settings,[MotorWinding B ErrorResp] (TFRB),[Motor winding B] (CTIB),Factory: [Freewheel stop] YES; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,TFRC,Response to motor bearing A error,16769,uint16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Faults and Diagnostics,Faults and Diagnostics,Faults and Diagnostics,Controlled Write,Write protected by default,5769,16#4181,16#2089/46,16#B4/01/AA = 180/01/170,ECFG,Configuration and settings,[MotorBearing A ErrorResp] (TFRC),[Motor bearing A] (CTIC),Factory: [Freewheel stop] YES; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,TFRD,Response to motor bearing B error,16770,uint16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Faults and Diagnostics,Faults and Diagnostics,Faults and Diagnostics,Controlled Write,Write protected by default,5770,16#4182,16#2089/47,16#B4/01/AB = 180/01/171,ECFG,Configuration and settings,[MotorBearing B ErrorResp] (TFRD),[Motor bearing B] (CTID),Factory: [Freewheel stop] YES; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,CHR,Cabinet overheat  response,13790,uint16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Faults and Diagnostics,Warnings,Warnings,Controlled Write,Write protected by default,5790,16#35DE,16#206B/5B,16#A5/01/BF = 165/01/191,CHR,Configuration and settings,[Cabinet Overheat  Resp] (CHR),[Error/Warning handling] (CSWM) [Cabinet I/O functions] (CABF),Factory: Refer to programming manual; Range: ; Source access: R/W; Source type: WORD (Enumeration)
XD4000,ALL,BPI0,Power Brick error ID,7800,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5800,16#1E78,16#2030/1,16#88/01/01 = 136/01/01,,History parameters,,,Factory: ; Range: ; Source access: R; Source type: WORD (BitString16)
XD4000,ALL,BPI1,Power Brick error ID,7801,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5801,16#1E79,16#2030/2,16#88/01/02 = 136/01/02,,History parameters,[Power Brick Error ID] (BPI1),[None] (DP1),Factory: ; Range: ; Source access: R; Source type: WORD (BitString16)
XD4000,ALL,BPI2,Power Brick error ID,7802,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5802,16#1E7A,16#2030/3,16#88/01/03 = 136/01/03,,History parameters,[Power Brick Error ID] (BPI2),[None] (DP2),Factory: ; Range: ; Source access: R; Source type: WORD (BitString16)
XD4000,ALL,BPI3,Power Brick error ID,7803,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5803,16#1E7B,16#2030/4,16#88/01/04 = 136/01/04,,History parameters,[Power Brick Error ID] (BPI3),[None] (DP3),Factory: ; Range: ; Source access: R; Source type: WORD (BitString16)
XD4000,ALL,BPI4,Power Brick error ID,7804,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5804,16#1E7C,16#2030/5,16#88/01/05 = 136/01/05,,History parameters,[Power Brick Error ID] (BPI4),[None] (DP4),Factory: ; Range: ; Source access: R; Source type: WORD (BitString16)
XD4000,ALL,BPI5,Power Brick error ID,7805,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5805,16#1E7D,16#2030/6,16#88/01/06 = 136/01/06,,History parameters,[Power Brick Error ID] (BPI5),[None] (DP5),Factory: ; Range: ; Source access: R; Source type: WORD (BitString16)
XD4000,ALL,BPI6,Power Brick error ID,7806,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5806,16#1E7E,16#2030/7,16#88/01/07 = 136/01/07,,History parameters,[Power Brick Error ID] (BPI6),[None] (DP6),Factory: ; Range: ; Source access: R; Source type: WORD (BitString16)
XD4000,ALL,BPI7,Power Brick error ID,7807,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5807,16#1E7F,16#2030/8,16#88/01/08 = 136/01/08,,History parameters,[Power Brick Error ID] (BPI7),[None] (DP7),Factory: ; Range: ; Source access: R; Source type: WORD (BitString16)
XD4000,ALL,BPI8,Power Brick error ID,7808,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5808,16#1E80,16#2030/9,16#88/01/09 = 136/01/09,,History parameters,[Power Brick Error ID] (BPI8),[None] (DP8),Factory: ; Range: ; Source access: R; Source type: WORD (BitString16)
XD4000,ALL,BPI9,Power Brick error ID,7809,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5809,16#1E81,16#2030/A,16#88/01/0A = 136/01/10,,History parameters,[Power Brick Error ID] (BPI9),[None] (DP9),Factory: ; Range: ; Source access: R; Source type: WORD (BitString16)
XD4000,ALL,BPIA,Power Brick error ID,7810,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5810,16#1E82,16#2030/B,16#88/01/0B = 136/01/11,,History parameters,[Power Brick Error ID] (BPIA),[None] (DPA),Factory: ; Range: ; Source access: R; Source type: WORD (BitString16)
XD4000,ALL,MSDB,M/S Response to device error,16810,uint16,1.0,0,0.0,65535.0,,RW,TRUE,TRUE,FALSE,Faults and Diagnostics,Faults and Diagnostics,Faults and Diagnostics,Controlled Write,Write protected by default,5810,16#41AA,16#208A/B,16#B5/01/0B = 181/01/11,ECFG,Configuration and settings,[M/S Device ErrorResp] (MSDB),[M/S System Architecture] (MSA),Factory: [Freewheel stop] YES; Range: ; Source access: R/WS; Source type: WORD (Enumeration)
XD4000,ALL,BPIB,Power Brick error ID,7811,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5811,16#1E83,16#2030/C,16#88/01/0C = 136/01/12,,History parameters,[Power Brick Error ID] (BPIB),[None] (DPB),Factory: ; Range: ; Source access: R; Source type: WORD (BitString16)
XD4000,ALL,MSDD,M/S device error delay,16811,int16,1.0,0,-1.0,60.0,s,RW,TRUE,TRUE,FALSE,Faults and Diagnostics,Faults and Diagnostics,Faults and Diagnostics,Controlled Write,Write protected by default,5811,16#41AB,16#208A/C,16#B5/01/0C = 181/01/12,,Configuration and settings,[M/S Device Error Delay] (MSDD),[M/S System Architecture] (MSA),Factory: -1 s; Range: -1 s ... 60 s; Source access: R/WS; Source type: INT (Signed16)
XD4000,ALL,BPIC,Power Brick error ID,7812,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5812,16#1E84,16#2030/D,16#88/01/0D = 136/01/13,,History parameters,[Power Brick Error ID] (BPIC),[None] (DPC),Factory: ; Range: ; Source access: R; Source type: WORD (BitString16)
XD4000,ALL,BPID,Power Brick error ID,7813,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5813,16#1E85,16#2030/E,16#88/01/0E = 136/01/14,,History parameters,[Power Brick Error ID] (BPID),[None] (DPD),Factory: ; Range: ; Source access: R; Source type: WORD (BitString16)
XD4000,ALL,BPIE,Power Brick error ID,7814,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5814,16#1E86,16#2030/F,16#88/01/0F = 136/01/15,,History parameters,[Power Brick Error ID] (BPIE),[None] (DPE),Factory: ; Range: ; Source access: R; Source type: WORD (BitString16)
XD4000,ALL,BPIF,Power Brick error ID,7815,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5815,16#1E87,16#2030/10,16#88/01/10 = 136/01/16,,History parameters,[Power Brick Error ID] (BPIF),[None] (DPF),Factory: ; Range: ; Source access: R; Source type: WORD (BitString16)
XD4000,ALL,BFI0,AFE power brick error ID,7820,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5820,16#1E8C,16#2030/15,16#88/01/15 = 136/01/21,,History parameters,,,Factory: ; Range: ; Source access: R; Source type: WORD (BitString16)
XD4000,ALL,BFI1,AFE power brick error ID,7821,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5821,16#1E8D,16#2030/16,16#88/01/16 = 136/01/22,,History parameters,[AFE Power brick error ID] (BFI1),[None] (DP1),Factory: ; Range: ; Source access: R; Source type: WORD (BitString16)
XD4000,ALL,BFI2,AFE power brick error ID,7822,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5822,16#1E8E,16#2030/17,16#88/01/17 = 136/01/23,,History parameters,[AFE Power brick error ID] (BFI2),[None] (DP2),Factory: ; Range: ; Source access: R; Source type: WORD (BitString16)
XD4000,ALL,BFI3,AFE power brick error ID,7823,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5823,16#1E8F,16#2030/18,16#88/01/18 = 136/01/24,,History parameters,[AFE Power brick error ID] (BFI3),[None] (DP3),Factory: ; Range: ; Source access: R; Source type: WORD (BitString16)
XD4000,ALL,BFI4,AFE power brick error ID,7824,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5824,16#1E90,16#2030/19,16#88/01/19 = 136/01/25,,History parameters,[AFE Power brick error ID] (BFI4),[None] (DP4),Factory: ; Range: ; Source access: R; Source type: WORD (BitString16)
XD4000,ALL,BFI5,AFE power brick error ID,7825,uint16,1.0,0,0.0,65535.0,,RO,TRUE,TRUE,FALSE,Faults and Diagnostics,Fault History,Fault History,Read Only,Read only,5825,16#1E91,16#2030/1A,16#88/01/1A = 136/01/26,,History parameters,[AFE Power brick error ID] (BFI5),[None] (DP5),Factory: ; Range: ; Source access: R; Source type: WORD (BitString16)
